chapter,bing,n,total,weight,percent
75,positive,43,1239,0.44614681904762765,0.03470540758676352
76,negative,20,878,0.418236551716902,0.022779043280182234
76,positive,24,878,0.418236551716902,0.02733485193621868
77,negative,11,643,0.39583973280055773,0.017107309486780714
77,positive,28,643,0.39583973280055773,0.04354587869362364
78,negative,53,1669,0.4734782163728208,0.03175554224086279
78,positive,74,1669,0.4734782163728208,0.044337926902336726
79,negative,30,940,0.4234851182725618,0.031914893617021274
79,positive,40,940,0.4234851182725618,0.0425531914893617
8,negative,19,962,0.4252946822833795,0.01975051975051975
8,positive,39,962,0.4252946822833795,0.04054054054054054
80,negative,21,908,0.4208045657105429,0.023127753303964757
80,positive,24,908,0.4208045657105429,0.02643171806167401
81,negative,187,4392,0.5910781755318666,0.04257741347905283
81,positive,106,4392,0.5910781755318666,0.02413479052823315
82,negative,27,1162,0.44066844625507867,0.02323580034423408
82,positive,40,1162,0.44066844625507867,0.03442340791738382
83,negative,27,785,0.4099005302982385,0.034394904458598725
83,positive,23,785,0.4099005302982385,0.02929936305732484
84,negative,23,810,0.4122010010673482,0.028395061728395062
84,positive,33,810,0.4122010010673482,0.040740740740740744
85,negative,47,2078,0.495825059609445,0.022617901828681425
85,positive,49,2078,0.495825059609445,0.02358036573628489
86,negative,40,1855,0.4839938383279195,0.0215633423180593
86,positive,58,1855,0.4839938383279195,0.031266846361185985
87,negative,172,4937,0.6093760576924767,0.03483897103504152
87,positive,141,4937,0.6093760576924767,0.02855985416244683
88,negative,46,1199,0.4433279010926811,0.03836530442035029
88,positive,45,1199,0.4433279010926811,0.03753127606338615
89,negative,56,1437,0.4593415752743594,0.03897007654836465
89,positive,40,1437,0.4593415752743594,0.027835768963117607
9,negative,185,3610,0.5627529411926766,0.05124653739612189
9,positive,102,3610,0.5627529411926766,0.028254847645429362
90,negative,27,1058,0.4329003856333394,0.02551984877126654
90,positive,32,1058,0.4329003856333394,0.030245746691871456
91,negative,89,2545,0.5184575735335589,0.034970530451866405
91,positive,76,2545,0.5184575735335589,0.02986247544204322
92,negative,32,980,0.42675591546663644,0.0326530612244898
92,positive,27,980,0.42675591546663644,0.027551020408163266
93,negative,71,1629,0.47112812914917446,0.04358502148557397
93,positive,60,1629,0.47112812914917446,0.03683241252302026
94,negative,34,1287,0.44945691318560504,0.02641802641802642
94,positive,53,1287,0.44945691318560504,0.041181041181041184
95,negative,11,503,0.3798067485347568,0.02186878727634195
95,positive,17,503,0.3798067485347568,0.033797216699801194
96,negative,82,1837,0.4830038752240363,0.04463799673380512
96,positive,62,1837,0.4830038752240363,0.033750680457267285
97,negative,7,246,0.3397257474358789,0.028455284552845527
97,positive,4,246,0.3397257474358789,0.016260162601626018
98,negative,24,1036,0.4311968944606597,0.023166023166023165
98,positive,43,1036,0.4311968944606597,0.041505791505791506
99,negative,76,2455,0.5142883647469372,0.03095723014256619
99,positive,85,2455,0.5142883647469372,0.034623217922606926
